Wall time,Step,Value
1669651135.2661853,5999,0.0
1669656517.7472444,11999,0.0
1669661883.9452107,17999,0.0
1669667241.3827107,23999,0.0
1669672580.5573623,29999,0.0
1669677915.286744,35999,0.0
1669683243.9966166,41999,0.0
1669688589.6384015,47999,0.0
1669694391.8868394,53999,0.0
1669699741.4563477,59999,0.0
1669705107.1899195,65999,0.0
1669710458.5947301,71999,0.0
1669715773.394534,77999,0.0
1669721088.2259746,83999,0.0
1669726399.6526895,89999,0.0
1669731692.5574896,95999,0.0
1669736987.228021,101999,0.0
1669742274.218064,107999,0.0
1669941310.3686018,107999,0.0
1669946716.3410509,113999,0.0
1669952083.167302,119999,0.0
1669957451.937599,125999,0.0
1669962810.6644526,131999,0.0
1669968148.4002662,137999,0.0
1669973486.5281777,143999,0.0
1669981076.2283523,149999,0.0
1669986434.4533882,155999,0.0
1669991781.142761,161999,0.0
1669997109.127129,167999,0.0
1670002428.941313,173999,0.0
1670034426.6526368,179999,77.53553771972656
1670043213.6332953,185999,78.67391204833984
1670051933.1461825,191999,78.95223236083984
1670060655.1281283,197999,79.14762878417969
1670069361.5381773,203999,79.16023254394531
1670078062.5920339,209999,79.21928405761719
1670086757.0290115,215999,79.37308502197266
1670095465.6498075,221999,79.41837310791016
1670104169.018148,227999,79.36881256103516
1670112863.106458,233999,79.34919738769531
1670124133.8074784,239999,79.35690307617188
1670132847.9412076,245999,79.44380187988281
1670141583.7361095,251999,79.36128997802734
1670150321.2750235,257999,79.32290649414062
1670159061.368781,263999,79.48245239257812
1670167793.9224174,269999,79.46067810058594
1670178354.9679747,275999,79.42884826660156
1670187103.4860718,281999,79.44873809814453
1670195859.4150522,287999,79.41329956054688
1670253911.0225677,293999,79.51110076904297
1670262241.2543375,299999,79.68026733398438
1670271324.854879,305999,79.60794067382812
1670285410.9482746,311999,79.69187927246094
1670298810.5118563,317999,79.75555419921875
1670312208.0256293,323999,79.71775817871094
1670325575.4892137,329999,79.83145141601562
1670339564.1604726,335999,80.03858184814453
1670353674.3830884,341999,80.07194519042969
1670367821.339515,347999,80.00476837158203
1670382014.6825044,353999,80.03031921386719
1670396136.2270904,359999,80.11895751953125
1670410226.1497252,365999,80.10474395751953
1670435942.6347213,371999,80.10752868652344
1670448702.5870311,377999,70.56378936767578
1670455201.0552993,377999,81.24014282226562
1670466379.2998273,383999,81.2724838256836
1670477487.8107567,389999,81.07505798339844
1670488401.051564,395999,79.51445007324219
1670499355.9084988,401999,78.038330078125
1670515807.2325704,383999,81.31468963623047
1670525876.221451,389999,81.2735595703125
1670535910.7644227,395999,81.17808532714844
1670547983.361696,395999,81.20375061035156
1670558647.8621294,401999,81.16944885253906
1670569277.7240193,407999,81.2561264038086
1670579880.3820934,413999,81.3597412109375
1670590446.9676104,419999,81.32117462158203
1670600983.1203492,425999,81.36249542236328
1670611514.5016866,431999,81.30302429199219
1670622032.1522427,437999,81.36650848388672
