Wall time,Step,Value
1669651135.2746441,5999,0.0
1669656517.7645643,11999,0.0
1669661883.9608712,17999,0.0
1669667241.389464,23999,0.0
1669672580.5636926,29999,0.0
1669677915.2949445,35999,0.0
1669683244.0253506,41999,0.0
1669688589.647941,47999,0.0
1669694391.8935301,53999,0.0
1669699741.4679492,59999,0.0
1669705107.2232604,65999,0.0
1669710458.6044667,71999,0.0
1669715773.4061356,77999,0.0
1669721088.236408,83999,0.0
1669726399.661415,89999,0.0
1669731692.5651045,95999,0.0
1669736987.23838,101999,0.0
1669742274.234924,107999,0.0
1669941310.3839068,107999,0.0
1669946716.3496196,113999,0.0
1669952083.1747415,119999,0.0
1669957451.9533474,125999,0.0
1669962810.7013648,131999,0.0
1669968148.4075382,137999,0.0
1669973486.541269,143999,0.0
1669981076.2373545,149999,0.0
1669986434.463973,155999,0.0
1669991781.173831,161999,0.0
1669997109.1454928,167999,0.0
1670002428.9541867,173999,0.0
1670034426.6648197,179999,7.2330641746521
1670043213.6506777,185999,7.963851451873779
1670051933.1605625,191999,8.048480033874512
1670060655.1363094,197999,8.854702949523926
1670069361.5533206,203999,8.643122673034668
1670078062.6158435,209999,8.94039535522461
1670086757.0370104,215999,9.228914260864258
1670095465.6650803,221999,9.577102661132812
1670104169.0372796,227999,9.372611045837402
1670112863.113474,233999,10.190888404846191
1670124133.8196833,239999,10.077970504760742
1670132847.9578142,245999,9.62210750579834
1670141583.753432,251999,10.601304054260254
1670150321.2880964,257999,10.861736297607422
1670159061.3769982,263999,10.311051368713379
1670167793.93371,269999,9.468679428100586
1670178354.9756215,275999,9.559096336364746
1670187103.4943278,281999,9.989391326904297
1670195859.4371521,287999,10.28148078918457
1670253911.0318613,293999,11.236666679382324
1670262241.2633498,299999,12.186389923095703
1670271324.8818362,305999,12.181035041809082
1670285410.9588375,311999,12.1097993850708
1670298810.524153,317999,11.95435905456543
1670312208.0424166,323999,12.248499870300293
1670325575.498894,329999,12.75767993927002
1670339564.1685786,335999,12.636480331420898
1670353674.3966286,341999,12.430012702941895
1670367821.3495452,347999,12.563929557800293
1670382014.708459,353999,12.915669441223145
1670396136.2426355,359999,12.594303131103516
1670410226.159293,365999,12.908365249633789
1670435942.6428478,371999,13.122517585754395
1670448702.6015193,377999,7.450682640075684
1670455201.0649674,377999,17.95871353149414
1670466379.3155048,383999,16.640357971191406
1670477487.8204038,389999,14.298577308654785
1670488401.062752,395999,8.700053215026855
1670499355.9233108,401999,6.097938060760498
1670515807.2444313,383999,18.6506404876709
1670525876.2415245,389999,18.627975463867188
1670535910.7732391,395999,18.347497940063477
1670547983.4008143,395999,19.04195213317871
1670558647.8909237,401999,19.16484832763672
1670569277.7355952,407999,19.113481521606445
1670579880.4265463,413999,18.4453182220459
1670590447.0034037,419999,18.577289581298828
1670600983.1283522,425999,18.85638999938965
1670611514.5132465,431999,19.121726989746094
1670622032.191939,437999,19.3785400390625
